defect_id,machine_id,log_date,defect_count,defect_type
DEF-01882,M002,2025-05-31 12:35:00,23,Machine Component
DEF-01883,M002,2025-05-31 13:20:00,27,Packaging
DEF-01884,M002,2025-05-31 14:25:00,10,Scrap Steel
DEF-01885,M002,2025-05-31 17:05:00,9,Catalyst
DEF-01886,M002,2025-05-31 17:20:00,5,Textiles
DEF-01887,M002,2025-05-31 19:55:00,16,Reprocessed Plastics
DEF-01888,M002,2025-05-31 20:20:00,9,Textiles
DEF-01889,M002,2025-05-31 21:05:00,14,Scrap Steel
DEF-01890,M002,2025-05-31 21:40:00,20,Cotton
DEF-01891,M002,2025-05-31 21:55:00,5,Circuit Board
DEF-01892,M002,2025-05-31 22:30:00,12,Reprocessed Plastics
DEF-01893,M002,2025-05-31 23:15:00,4,Scrap Steel
DEF-01894,M002,2025-06-01 01:05:00,0,Steel
DEF-01895,M002,2025-06-01 01:35:00,34,Industrial Oil
DEF-01896,M002,2025-06-01 02:15:00,7,Circuit Board
DEF-01897,M002,2025-06-01 02:20:00,17,Industrial Oil
DEF-01898,M002,2025-06-01 03:10:00,17,Aluminum
DEF-01899,M002,2025-06-01 03:45:00,10,Scrap Steel
DEF-01900,M002,2025-06-01 04:40:00,43,Coolant
DEF-01901,M002,2025-06-01 04:50:00,17,Solvent
DEF-01902,M002,2025-06-01 06:00:00,10,Reprocessed Plastics
DEF-01903,M002,2025-06-01 06:55:00,2,Catalyst
DEF-01904,M002,2025-06-01 07:15:00,17,Reprocessed Plastics
DEF-01905,M002,2025-06-01 07:50:00,11,Scrap Steel
DEF-01906,M002,2025-06-01 09:55:00,0,Packaging
DEF-01907,M002,2025-06-01 10:55:00,16,Scrap Steel
DEF-01908,M002,2025-06-01 11:15:00,4,Textiles
DEF-01909,M002,2025-06-01 11:25:00,13,Catalyst
DEF-01910,M002,2025-06-01 12:00:00,13,Circuit Board
DEF-01911,M002,2025-06-01 12:25:00,8,Industrial Oil
DEF-01912,M002,2025-06-01 12:40:00,3,Cotton
DEF-01913,M002,2025-06-01 13:20:00,14,Machine Component
DEF-01914,M002,2025-06-01 16:10:00,13,Aluminum
DEF-01915,M002,2025-06-01 17:05:00,7,Cotton
DEF-01916,M002,2025-06-01 18:15:00,0,Steel
DEF-01917,M002,2025-06-01 20:05:00,4,Solvent
DEF-01918,M002,2025-06-01 20:10:00,18,Textiles
DEF-01919,M002,2025-06-01 20:45:00,1,Packaging
DEF-01920,M002,2025-06-01 21:35:00,21,Machine Component
DEF-01921,M002,2025-06-01 21:40:00,14,Scrap Steel
DEF-01922,M002,2025-06-01 22:25:00,16,Polypropylene
DEF-01923,M002,2025-06-01 23:30:00,22,Steel
DEF-01924,M002,2025-06-01 23:50:00,2,Circuit Board
DEF-01925,M002,2025-06-02 00:25:00,37,Machine Component
DEF-01926,M002,2025-06-02 02:30:00,16,Solvent
DEF-01927,M002,2025-06-02 02:40:00,23,Polypropylene
DEF-01928,M002,2025-06-02 03:00:00,34,Reprocessed Plastics
DEF-01929,M002,2025-06-02 04:40:00,4,Lead-Based Alloy
DEF-01930,M002,2025-06-02 04:45:00,16,Circuit Board
DEF-01931,M002,2025-06-02 07:00:00,9,Polypropylene
DEF-01932,M002,2025-06-02 07:15:00,18,Packaging
DEF-01933,M002,2025-06-02 09:25:00,22,Lead-Based Alloy
DEF-01934,M002,2025-06-02 10:00:00,33,Scrap Steel
DEF-01935,M002,2025-06-02 10:05:00,35,Machine Component
DEF-01936,M002,2025-06-02 10:15:00,14,Scrap Steel
DEF-01937,M002,2025-06-02 10:25:00,2,Machine Component
DEF-01938,M002,2025-06-02 12:05:00,21,Scrap Steel
DEF-01939,M002,2025-06-02 12:10:00,18,Plastic Resin
DEF-01940,M002,2025-06-02 14:50:00,20,Catalyst
DEF-01941,M002,2025-06-02 15:05:00,9,Industrial Oil
DEF-01942,M002,2025-06-02 16:30:00,8,Textiles
DEF-01943,M002,2025-06-02 16:55:00,28,Packaging
DEF-01944,M002,2025-06-02 20:00:00,1,Lead-Based Alloy
DEF-01945,M002,2025-06-02 20:10:00,13,Solvent
DEF-01946,M002,2025-06-02 20:35:00,1,Catalyst
DEF-01947,M002,2025-06-02 22:05:00,24,Packaging
DEF-01948,M002,2025-06-02 22:10:00,15,Textiles
DEF-01949,M002,2025-06-02 22:40:00,2,Textiles
DEF-01950,M002,2025-06-02 22:50:00,9,Solvent
DEF-01951,M002,2025-06-02 23:05:00,10,Scrap Steel
DEF-01952,M002,2025-06-02 23:50:00,5,Reprocessed Plastics
DEF-01953,M002,2025-06-03 02:00:00,3,Solvent
DEF-01954,M002,2025-06-03 03:45:00,13,Circuit Board
DEF-01955,M002,2025-06-03 04:25:00,3,Scrap Steel
DEF-01956,M002,2025-06-03 04:40:00,1,Packaging
DEF-01957,M002,2025-06-03 07:50:00,1,Scrap Steel
DEF-01958,M002,2025-06-03 07:55:00,24,Packaging
DEF-01959,M002,2025-06-03 08:10:00,9,Steel
DEF-01960,M002,2025-06-03 10:20:00,8,Steel
DEF-01961,M002,2025-06-03 11:00:00,11,Coolant
DEF-01962,M002,2025-06-03 14:35:00,7,Catalyst
DEF-01963,M002,2025-06-03 15:05:00,5,Packaging
DEF-01964,M002,2025-06-03 15:15:00,18,Plastic Resin
DEF-01965,M002,2025-06-03 15:20:00,9,Textiles
DEF-01966,M002,2025-06-03 15:25:00,4,Cotton
DEF-01967,M002,2025-06-03 16:20:00,5,Plastic Resin
DEF-01968,M002,2025-06-03 18:25:00,31,Coolant
DEF-01969,M002,2025-06-03 18:40:00,1,Cotton
DEF-01970,M002,2025-06-03 18:55:00,48,Machine Component
DEF-01971,M002,2025-06-03 19:00:00,14,Steel
DEF-01972,M002,2025-06-03 19:20:00,15,Circuit Board
DEF-01973,M002,2025-06-03 20:10:00,23,Sheet Metal
DEF-01974,M002,2025-06-03 22:15:00,20,Scrap Steel
DEF-01975,M002,2025-06-03 23:40:00,23,Textiles
DEF-01976,M002,2025-06-03 23:55:00,20,Scrap Steel
DEF-01977,M002,2025-06-04 00:30:00,7,Solvent
DEF-01978,M002,2025-06-04 01:00:00,19,Circuit Board
DEF-01979,M002,2025-06-04 01:05:00,4,Polypropylene
DEF-01980,M002,2025-06-04 01:55:00,1,Machine Component
DEF-01981,M002,2025-06-04 02:10:00,28,Aluminum
DEF-01982,M002,2025-06-04 02:15:00,41,Plastic Resin
DEF-01983,M002,2025-06-04 02:40:00,9,Solvent
DEF-01984,M002,2025-06-04 02:45:00,13,Textiles
DEF-01985,M002,2025-06-04 03:35:00,3,Solvent
DEF-01986,M002,2025-06-04 04:15:00,7,Lead-Based Alloy
DEF-01987,M002,2025-06-04 04:20:00,9,Aluminum
DEF-01988,M002,2025-06-04 06:05:00,0,Reprocessed Plastics
DEF-01989,M002,2025-06-04 07:00:00,5,Reprocessed Plastics
DEF-01990,M002,2025-06-04 07:25:00,29,Packaging
DEF-01991,M002,2025-06-04 07:55:00,17,Solvent
DEF-01992,M002,2025-06-04 08:25:00,9,Sheet Metal
DEF-01993,M002,2025-06-04 09:25:00,27,Circuit Board
DEF-01994,M002,2025-06-04 09:45:00,28,Steel
DEF-01995,M002,2025-06-04 12:40:00,15,Circuit Board
DEF-01996,M002,2025-06-04 13:00:00,5,Cotton
DEF-01997,M002,2025-06-04 13:20:00,26,Solvent
DEF-01998,M002,2025-06-04 13:30:00,21,Solvent
DEF-01999,M002,2025-06-04 15:30:00,20,Industrial Oil
DEF-02000,M002,2025-06-04 17:30:00,5,Packaging
DEF-02001,M002,2025-06-04 17:40:00,5,Polypropylene
DEF-02002,M002,2025-06-04 20:15:00,2,Reprocessed Plastics
DEF-02003,M002,2025-06-04 20:45:00,5,Polypropylene
DEF-02004,M002,2025-06-04 22:05:00,1,Scrap Steel
DEF-02005,M002,2025-06-04 22:20:00,34,Reprocessed Plastics
DEF-02006,M002,2025-06-04 23:35:00,3,Polypropylene
DEF-02007,M002,2025-06-05 00:20:00,0,Reprocessed Plastics
DEF-02008,M002,2025-06-05 00:45:00,16,Textiles
DEF-02009,M002,2025-06-05 01:15:00,4,Scrap Steel
DEF-02010,M003,2025-05-01 08:20:00,20,Plastic Resin
DEF-02011,M003,2025-05-01 10:55:00,8,Scrap Steel
DEF-02012,M003,2025-05-01 12:05:00,1,Machine Component
DEF-02013,M003,2025-05-01 12:10:00,5,Lead-Based Alloy
DEF-02014,M003,2025-05-01 12:30:00,21,Scrap Steel
DEF-02015,M003,2025-05-01 13:25:00,39,Plastic Resin
DEF-02016,M003,2025-05-01 13:40:00,12,Circuit Board
DEF-02017,M003,2025-05-01 14:55:00,1,Lead-Based Alloy
DEF-02018,M003,2025-05-01 15:30:00,23,Industrial Oil
DEF-02019,M003,2025-05-01 17:00:00,9,Machine Component
DEF-02020,M003,2025-05-01 19:05:00,21,Polypropylene
DEF-02021,M003,2025-05-01 19:30:00,9,Scrap Steel
DEF-02022,M003,2025-05-01 19:40:00,26,Cotton
DEF-02023,M003,2025-05-01 20:10:00,25,Sheet Metal
DEF-02024,M003,2025-05-01 20:50:00,16,Circuit Board
DEF-02025,M003,2025-05-01 22:15:00,6,Lead-Based Alloy
DEF-02026,M003,2025-05-01 22:20:00,11,Steel
DEF-02027,M003,2025-05-01 22:45:00,24,Aluminum
DEF-02028,M003,2025-05-01 23:40:00,0,Catalyst
DEF-02029,M003,2025-05-01 23:45:00,1,Solvent
DEF-02030,M003,2025-05-02 00:55:00,5,Sheet Metal
DEF-02031,M003,2025-05-02 02:25:00,10,Machine Component
DEF-02032,M003,2025-05-02 02:55:00,21,Scrap Steel
DEF-02033,M003,2025-05-02 03:55:00,12,Machine Component
DEF-02034,M003,2025-05-02 05:55:00,4,Scrap Steel
DEF-02035,M003,2025-05-02 06:10:00,12,Lead-Based Alloy
DEF-02036,M003,2025-05-02 06:30:00,18,Reprocessed Plastics
DEF-02037,M003,2025-05-02 07:20:00,31,Cotton
DEF-02038,M003,2025-05-02 07:25:00,0,Textiles
DEF-02039,M003,2025-05-02 08:40:00,21,Industrial Oil
DEF-02040,M003,2025-05-02 09:15:00,22,Scrap Steel
DEF-02041,M003,2025-05-02 11:00:00,9,Circuit Board
DEF-02042,M003,2025-05-02 12:55:00,8,Lead-Based Alloy
DEF-02043,M003,2025-05-02 13:20:00,19,Steel
DEF-02044,M003,2025-05-02 13:40:00,12,Cotton
DEF-02045,M003,2025-05-02 14:10:00,1,Packaging
DEF-02046,M003,2025-05-02 14:35:00,5,Machine Component
DEF-02047,M003,2025-05-02 15:20:00,9,Coolant
DEF-02048,M003,2025-05-02 16:45:00,7,Lead-Based Alloy
DEF-02049,M003,2025-05-02 17:25:00,10,Solvent
DEF-02050,M003,2025-05-02 18:35:00,7,Scrap Steel
DEF-02051,M003,2025-05-02 18:40:00,16,Machine Component
DEF-02052,M003,2025-05-02 18:45:00,6,Solvent
DEF-02053,M003,2025-05-02 19:20:00,2,Machine Component
DEF-02054,M003,2025-05-02 19:55:00,17,Steel
DEF-02055,M003,2025-05-02 20:00:00,5,Reprocessed Plastics
DEF-02056,M003,2025-05-02 20:50:00,31,Solvent
DEF-02057,M003,2025-05-02 21:05:00,7,Steel
DEF-02058,M003,2025-05-02 23:40:00,16,Aluminum
DEF-02059,M003,2025-05-03 00:15:00,15,Sheet Metal
DEF-02060,M003,2025-05-03 00:40:00,18,Lead-Based Alloy
DEF-02061,M003,2025-05-03 01:05:00,13,Textiles
DEF-02062,M003,2025-05-03 02:10:00,31,Polypropylene
DEF-02063,M003,2025-05-03 02:55:00,17,Sheet Metal
DEF-02064,M003,2025-05-03 03:00:00,3,Solvent
DEF-02065,M003,2025-05-03 03:15:00,8,Lead-Based Alloy
DEF-02066,M003,2025-05-03 03:55:00,38,Polypropylene
DEF-02067,M003,2025-05-03 04:15:00,33,Reprocessed Plastics
DEF-02068,M003,2025-05-03 05:55:00,13,Cotton
DEF-02069,M003,2025-05-03 06:30:00,19,Coolant
DEF-02070,M003,2025-05-03 06:40:00,21,Polypropylene
DEF-02071,M003,2025-05-03 06:55:00,18,Textiles
DEF-02072,M003,2025-05-03 07:55:00,8,Aluminum
DEF-02073,M003,2025-05-03 08:10:00,12,Reprocessed Plastics
DEF-02074,M003,2025-05-03 08:30:00,7,Solvent
DEF-02075,M003,2025-05-03 09:15:00,11,Scrap Steel
DEF-02076,M003,2025-05-03 09:40:00,4,Packaging
DEF-02077,M003,2025-05-03 09:55:00,40,Reprocessed Plastics
DEF-02078,M003,2025-05-03 10:05:00,23,Packaging
DEF-02079,M003,2025-05-03 11:10:00,42,Aluminum
DEF-02080,M003,2025-05-03 13:20:00,0,Solvent
DEF-02081,M003,2025-05-03 14:10:00,12,Packaging
DEF-02082,M003,2025-05-03 18:30:00,4,Scrap Steel
DEF-02083,M003,2025-05-03 19:00:00,31,Scrap Steel
DEF-02084,M003,2025-05-03 20:05:00,9,Cotton
DEF-02085,M003,2025-05-03 20:10:00,14,Textiles
DEF-02086,M003,2025-05-03 20:35:00,29,Coolant
DEF-02087,M003,2025-05-03 20:50:00,4,Packaging
DEF-02088,M003,2025-05-03 21:20:00,36,Cotton
DEF-02089,M003,2025-05-03 23:05:00,4,Aluminum
DEF-02090,M003,2025-05-03 23:50:00,33,Solvent
DEF-02091,M003,2025-05-04 01:25:00,5,Catalyst
DEF-02092,M003,2025-05-04 02:15:00,1,Textiles
DEF-02093,M003,2025-05-04 02:55:00,18,Packaging
DEF-02094,M003,2025-05-04 04:05:00,33,Reprocessed Plastics
DEF-02095,M003,2025-05-04 04:30:00,12,Catalyst
DEF-02096,M003,2025-05-04 04:35:00,43,Circuit Board
DEF-02097,M003,2025-05-04 06:35:00,34,Solvent
DEF-02098,M003,2025-05-04 07:40:00,1,Cotton
DEF-02099,M003,2025-05-04 09:10:00,0,Industrial Oil
DEF-02100,M003,2025-05-04 09:30:00,1,Catalyst
DEF-02101,M003,2025-05-04 12:00:00,6,Aluminum
DEF-02102,M003,2025-05-04 12:35:00,22,Machine Component
DEF-02103,M003,2025-05-04 13:35:00,37,Aluminum
DEF-02104,M003,2025-05-04 14:00:00,1,Machine Component
DEF-02105,M003,2025-05-04 17:40:00,5,Sheet Metal
DEF-02106,M003,2025-05-04 17:50:00,2,Coolant
DEF-02107,M003,2025-05-04 19:30:00,6,Lead-Based Alloy
DEF-02108,M003,2025-05-04 19:35:00,1,Polypropylene
DEF-02109,M003,2025-05-04 19:55:00,12,Aluminum
DEF-02110,M003,2025-05-04 20:00:00,12,Aluminum
DEF-02111,M003,2025-05-04 20:20:00,4,Circuit Board
DEF-02112,M003,2025-05-04 21:40:00,30,Polypropylene
DEF-02113,M003,2025-05-05 00:05:00,8,Packaging
DEF-02114,M003,2025-05-05 01:30:00,2,Reprocessed Plastics
DEF-02115,M003,2025-05-05 01:50:00,5,Machine Component
DEF-02116,M003,2025-05-05 02:00:00,26,Solvent
DEF-02117,M003,2025-05-05 02:05:00,13,Industrial Oil
DEF-02118,M003,2025-05-05 02:20:00,1,Cotton
DEF-02119,M003,2025-05-05 03:35:00,3,Solvent
DEF-02120,M003,2025-05-05 03:50:00,12,Polypropylene
DEF-02121,M003,2025-05-05 04:40:00,43,Polypropylene
DEF-02122,M003,2025-05-05 05:10:00,14,Textiles
DEF-02123,M003,2025-05-05 07:00:00,19,Lead-Based Alloy
DEF-02124,M003,2025-05-05 07:05:00,25,Sheet Metal
DEF-02125,M003,2025-05-05 07:30:00,7,Packaging
DEF-02126,M003,2025-05-05 07:45:00,22,Machine Component
DEF-02127,M003,2025-05-05 08:45:00,11,Solvent
DEF-02128,M003,2025-05-05 08:50:00,4,Steel
DEF-02129,M003,2025-05-05 10:25:00,15,Machine Component
DEF-02130,M003,2025-05-05 11:55:00,9,Steel
DEF-02131,M003,2025-05-05 12:25:00,4,Circuit Board
DEF-02132,M003,2025-05-05 14:50:00,3,Aluminum
DEF-02133,M003,2025-05-05 15:40:00,19,Scrap Steel
DEF-02134,M003,2025-05-05 15:45:00,11,Solvent
DEF-02135,M003,2025-05-05 15:50:00,13,Sheet Metal
DEF-02136,M003,2025-05-05 17:30:00,17,Catalyst
DEF-02137,M003,2025-05-05 18:45:00,2,Packaging
DEF-02138,M003,2025-05-05 18:50:00,6,Catalyst
DEF-02139,M003,2025-05-05 19:30:00,7,Reprocessed Plastics
DEF-02140,M003,2025-05-05 19:55:00,15,Circuit Board
DEF-02141,M003,2025-05-05 20:55:00,25,Coolant
DEF-02142,M003,2025-05-05 21:20:00,20,Lead-Based Alloy
DEF-02143,M003,2025-05-05 21:25:00,5,Circuit Board
DEF-02144,M003,2025-05-05 21:35:00,11,Reprocessed Plastics
DEF-02145,M003,2025-05-05 21:45:00,8,Lead-Based Alloy
DEF-02146,M003,2025-05-05 23:10:00,17,Plastic Resin
DEF-02147,M003,2025-05-05 23:45:00,31,Steel
DEF-02148,M003,2025-05-06 00:35:00,11,Solvent
DEF-02149,M003,2025-05-06 01:15:00,10,Industrial Oil
DEF-02150,M003,2025-05-06 02:05:00,23,Reprocessed Plastics
DEF-02151,M003,2025-05-06 02:10:00,15,Steel
DEF-02152,M003,2025-05-06 02:15:00,7,Packaging
DEF-02153,M003,2025-05-06 02:45:00,16,Scrap Steel
DEF-02154,M003,2025-05-06 02:55:00,3,Lead-Based Alloy
DEF-02155,M003,2025-05-06 03:00:00,15,Lead-Based Alloy
DEF-02156,M003,2025-05-06 03:25:00,10,Industrial Oil
DEF-02157,M003,2025-05-06 03:35:00,6,Reprocessed Plastics
DEF-02158,M003,2025-05-06 04:25:00,1,Circuit Board
DEF-02159,M003,2025-05-06 06:05:00,2,Circuit Board
DEF-02160,M003,2025-05-06 06:20:00,5,Catalyst
DEF-02161,M003,2025-05-06 06:45:00,14,Sheet Metal
DEF-02162,M003,2025-05-06 07:30:00,31,Packaging
DEF-02163,M003,2025-05-06 07:45:00,38,Plastic Resin
DEF-02164,M003,2025-05-06 09:10:00,8,Scrap Steel
DEF-02165,M003,2025-05-06 10:20:00,20,Packaging
DEF-02166,M003,2025-05-06 10:30:00,33,Circuit Board
DEF-02167,M003,2025-05-06 11:15:00,7,Scrap Steel
DEF-02168,M003,2025-05-06 11:35:00,0,Steel
DEF-02169,M003,2025-05-06 12:00:00,1,Polypropylene
DEF-02170,M003,2025-05-06 12:35:00,2,Cotton
DEF-02171,M003,2025-05-06 12:40:00,10,Machine Component
DEF-02172,M003,2025-05-06 13:30:00,6,Reprocessed Plastics
DEF-02173,M003,2025-05-06 14:25:00,13,Steel
DEF-02174,M003,2025-05-06 14:55:00,1,Machine Component
DEF-02175,M003,2025-05-06 15:20:00,27,Solvent
DEF-02176,M003,2025-05-06 16:40:00,27,Textiles
DEF-02177,M003,2025-05-06 17:10:00,11,Packaging
DEF-02178,M003,2025-05-06 17:25:00,5,Sheet Metal
DEF-02179,M003,2025-05-06 18:05:00,4,Industrial Oil
DEF-02180,M003,2025-05-06 20:00:00,19,Plastic Resin
DEF-02181,M003,2025-05-06 21:00:00,10,Solvent
DEF-02182,M003,2025-05-06 21:15:00,0,Circuit Board
DEF-02183,M003,2025-05-06 22:20:00,3,Coolant
DEF-02184,M003,2025-05-06 22:50:00,5,Solvent
DEF-02185,M003,2025-05-07 00:15:00,9,Circuit Board
DEF-02186,M003,2025-05-07 00:45:00,21,Catalyst
DEF-02187,M003,2025-05-07 00:55:00,31,Catalyst
DEF-02188,M003,2025-05-07 01:10:00,19,Sheet Metal
DEF-02189,M003,2025-05-07 01:45:00,4,Polypropylene
DEF-02190,M003,2025-05-07 01:50:00,16,Packaging
DEF-02191,M003,2025-05-07 03:20:00,17,Scrap Steel
DEF-02192,M003,2025-05-07 03:25:00,1,Solvent
DEF-02193,M003,2025-05-07 04:10:00,4,Machine Component
DEF-02194,M003,2025-05-07 04:55:00,11,Reprocessed Plastics
DEF-02195,M003,2025-05-07 06:00:00,17,Scrap Steel
DEF-02196,M003,2025-05-07 06:55:00,22,Aluminum
DEF-02197,M003,2025-05-07 07:15:00,1,Packaging
DEF-02198,M003,2025-05-07 07:35:00,31,Aluminum
DEF-02199,M003,2025-05-07 07:45:00,11,Coolant
DEF-02200,M003,2025-05-07 07:50:00,0,Aluminum
DEF-02201,M003,2025-05-07 08:45:00,22,Cotton
DEF-02202,M003,2025-05-07 10:15:00,16,Cotton
DEF-02203,M003,2025-05-07 10:50:00,6,Reprocessed Plastics
DEF-02204,M003,2025-05-07 11:45:00,6,Solvent
DEF-02205,M003,2025-05-07 12:50:00,15,Machine Component
DEF-02206,M003,2025-05-07 13:05:00,0,Circuit Board
DEF-02207,M003,2025-05-07 13:35:00,3,Sheet Metal
DEF-02208,M003,2025-05-07 13:50:00,11,Solvent
DEF-02209,M003,2025-05-07 14:00:00,9,Scrap Steel
DEF-02210,M003,2025-05-07 14:15:00,11,Catalyst
DEF-02211,M003,2025-05-07 14:45:00,18,Cotton
DEF-02212,M003,2025-05-07 15:50:00,2,Scrap Steel
DEF-02213,M003,2025-05-07 16:30:00,16,Scrap Steel
DEF-02214,M003,2025-05-07 20:15:00,1,Plastic Resin
DEF-02215,M003,2025-05-07 21:05:00,3,Solvent
DEF-02216,M003,2025-05-07 21:10:00,9,Textiles
DEF-02217,M003,2025-05-07 22:00:00,19,Packaging
DEF-02218,M003,2025-05-07 22:50:00,2,Scrap Steel
DEF-02219,M003,2025-05-07 23:10:00,12,Industrial Oil
DEF-02220,M003,2025-05-08 00:55:00,38,Lead-Based Alloy
DEF-02221,M003,2025-05-08 01:55:00,22,Lead-Based Alloy
DEF-02222,M003,2025-05-08 02:25:00,19,Lead-Based Alloy
DEF-02223,M003,2025-05-08 02:35:00,38,Scrap Steel
DEF-02224,M003,2025-05-08 02:40:00,5,Industrial Oil
DEF-02225,M003,2025-05-08 03:35:00,2,Lead-Based Alloy
DEF-02226,M003,2025-05-08 04:40:00,8,Solvent
DEF-02227,M003,2025-05-08 05:10:00,0,Plastic Resin
DEF-02228,M003,2025-05-08 07:35:00,18,Polypropylene
DEF-02229,M003,2025-05-08 08:55:00,9,Cotton
DEF-02230,M003,2025-05-08 11:10:00,18,Textiles
DEF-02231,M003,2025-05-08 12:10:00,5,Catalyst
DEF-02232,M003,2025-05-08 12:20:00,3,Textiles
DEF-02233,M003,2025-05-08 12:30:00,6,Aluminum
DEF-02234,M003,2025-05-08 12:50:00,25,Reprocessed Plastics
DEF-02235,M003,2025-05-08 12:55:00,1,Catalyst
DEF-02236,M003,2025-05-08 14:15:00,4,Plastic Resin
DEF-02237,M003,2025-05-08 15:05:00,9,Aluminum
DEF-02238,M003,2025-05-08 15:40:00,4,Industrial Oil
DEF-02239,M003,2025-05-08 17:20:00,6,Sheet Metal
DEF-02240,M003,2025-05-08 17:40:00,13,Textiles
DEF-02241,M003,2025-05-08 17:55:00,10,Catalyst
DEF-02242,M003,2025-05-08 18:10:00,24,Catalyst
DEF-02243,M003,2025-05-08 18:30:00,2,Industrial Oil
DEF-02244,M003,2025-05-08 19:20:00,6,Catalyst
DEF-02245,M003,2025-05-08 20:15:00,10,Scrap Steel
DEF-02246,M003,2025-05-08 22:15:00,13,Solvent
DEF-02247,M003,2025-05-08 22:25:00,28,Coolant
DEF-02248,M003,2025-05-08 22:30:00,5,Polypropylene
DEF-02249,M003,2025-05-09 00:20:00,19,Aluminum
DEF-02250,M003,2025-05-09 00:25:00,29,Scrap Steel
DEF-02251,M003,2025-05-09 00:35:00,3,Textiles
DEF-02252,M003,2025-05-09 01:50:00,4,Textiles
DEF-02253,M003,2025-05-09 04:25:00,12,Scrap Steel
DEF-02254,M003,2025-05-09 05:05:00,15,Plastic Resin
DEF-02255,M003,2025-05-09 05:20:00,17,Lead-Based Alloy
DEF-02256,M003,2025-05-09 05:25:00,8,Lead-Based Alloy
DEF-02257,M003,2025-05-09 08:30:00,4,Industrial Oil
DEF-02258,M003,2025-05-09 08:40:00,20,Steel
DEF-02259,M003,2025-05-09 12:45:00,7,Machine Component
DEF-02260,M003,2025-05-09 17:10:00,21,Catalyst
DEF-02261,M003,2025-05-09 17:35:00,6,Aluminum
DEF-02262,M003,2025-05-09 18:00:00,3,Solvent
DEF-02263,M003,2025-05-09 18:15:00,7,Packaging
DEF-02264,M003,2025-05-09 20:10:00,4,Industrial Oil
DEF-02265,M003,2025-05-09 21:50:00,8,Textiles
DEF-02266,M003,2025-05-10 01:05:00,18,Packaging
DEF-02267,M003,2025-05-10 01:10:00,5,Polypropylene
DEF-02268,M003,2025-05-10 03:10:00,9,Textiles
DEF-02269,M003,2025-05-10 04:15:00,2,Plastic Resin
DEF-02270,M003,2025-05-10 04:50:00,18,Packaging
DEF-02271,M003,2025-05-10 05:00:00,8,Industrial Oil
DEF-02272,M003,2025-05-10 05:40:00,8,Aluminum
DEF-02273,M003,2025-05-10 08:30:00,7,Lead-Based Alloy
DEF-02274,M003,2025-05-10 10:15:00,39,Aluminum
DEF-02275,M003,2025-05-10 10:30:00,19,Machine Component
DEF-02276,M003,2025-05-10 13:10:00,7,Polypropylene
DEF-02277,M003,2025-05-10 14:50:00,12,Sheet Metal
DEF-02278,M003,2025-05-10 15:15:00,21,Solvent
DEF-02279,M003,2025-05-10 16:00:00,13,Solvent
DEF-02280,M003,2025-05-10 17:55:00,12,Polypropylene
DEF-02281,M003,2025-05-10 18:35:00,13,Reprocessed Plastics
DEF-02282,M003,2025-05-10 18:45:00,35,Aluminum
DEF-02283,M003,2025-05-10 19:25:00,39,Aluminum
DEF-02284,M003,2025-05-10 20:15:00,17,Scrap Steel
DEF-02285,M003,2025-05-10 21:40:00,12,Cotton
DEF-02286,M003,2025-05-10 23:50:00,22,Reprocessed Plastics
DEF-02287,M003,2025-05-11 00:20:00,1,Plastic Resin
DEF-02288,M003,2025-05-11 00:45:00,12,Machine Component
DEF-02289,M003,2025-05-11 02:55:00,17,Steel
DEF-02290,M003,2025-05-11 04:40:00,0,Sheet Metal
DEF-02291,M003,2025-05-11 05:15:00,41,Scrap Steel
DEF-02292,M003,2025-05-11 05:35:00,25,Aluminum
DEF-02293,M003,2025-05-11 06:15:00,34,Lead-Based Alloy
DEF-02294,M003,2025-05-11 08:00:00,3,Scrap Steel
DEF-02295,M003,2025-05-11 08:30:00,13,Machine Component
DEF-02296,M003,2025-05-11 10:00:00,9,Steel
DEF-02297,M003,2025-05-11 10:10:00,20,Reprocessed Plastics
DEF-02298,M003,2025-05-11 10:25:00,3,Solvent
DEF-02299,M003,2025-05-11 10:45:00,19,Circuit Board
DEF-02300,M003,2025-05-11 11:00:00,8,Aluminum
DEF-02301,M003,2025-05-11 11:05:00,23,Solvent
DEF-02302,M003,2025-05-11 12:25:00,42,Machine Component
DEF-02303,M003,2025-05-11 13:25:00,1,Polypropylene
DEF-02304,M003,2025-05-11 13:50:00,3,Plastic Resin
DEF-02305,M003,2025-05-11 14:50:00,3,Reprocessed Plastics
DEF-02306,M003,2025-05-11 16:20:00,11,Machine Component
DEF-02307,M003,2025-05-11 17:10:00,1,Solvent
DEF-02308,M003,2025-05-11 17:35:00,29,Sheet Metal
DEF-02309,M003,2025-05-11 18:05:00,23,Textiles
DEF-02310,M003,2025-05-11 18:15:00,27,Solvent
DEF-02311,M003,2025-05-11 19:00:00,26,Plastic Resin
DEF-02312,M003,2025-05-11 19:40:00,15,Sheet Metal
DEF-02313,M003,2025-05-11 20:20:00,13,Reprocessed Plastics
DEF-02314,M003,2025-05-11 21:10:00,8,Steel
DEF-02315,M003,2025-05-11 21:35:00,15,Solvent
DEF-02316,M003,2025-05-11 21:55:00,3,Sheet Metal
DEF-02317,M003,2025-05-11 22:20:00,11,Circuit Board
DEF-02318,M003,2025-05-11 22:40:00,11,Packaging
DEF-02319,M003,2025-05-11 23:35:00,14,Steel
DEF-02320,M003,2025-05-11 23:55:00,19,Machine Component
