maintenance_id,machine_id,maintenance_date,maintenance_type,status
MNT-01015,MAC-24,2015-11-13 06:00:00,Preventive,Completed
MNT-01016,MAC-24,2015-11-13 06:00:00,Corrective,Completed
MNT-01017,MAC-24,2015-11-28 06:00:00,Preventive,Completed
MNT-01018,MAC-24,2015-11-28 06:00:00,Preventive,Completed
MNT-01019,MAC-24,2015-11-28 06:00:00,Corrective,Completed
MNT-01020,MAC-24,2015-12-13 06:00:00,Preventive,Completed
MNT-01021,MAC-24,2015-12-28 06:00:00,Preventive,Completed
MNT-01022,MAC-24,2015-12-28 06:00:00,Preventive,Completed
MNT-01023,MAC-25,2014-06-16 06:00:00,Preventive,Completed
MNT-01024,MAC-25,2014-09-29 06:00:00,Preventive,Completed
MNT-01025,MAC-25,2014-09-29 06:00:00,Preventive,Completed
MNT-01026,MAC-25,2014-11-28 06:00:00,Preventive,Completed
MNT-01027,MAC-25,2015-02-03 06:00:00,Preventive,Completed
MNT-01028,MAC-25,2015-02-03 06:00:00,Preventive,Completed
MNT-01029,MAC-25,2015-03-05 06:00:00,Preventive,Completed
MNT-01030,MAC-25,2015-03-05 06:00:00,Preventive,Completed
MNT-01031,MAC-25,2015-03-05 06:00:00,Corrective,Completed
MNT-01032,MAC-25,2015-03-20 06:00:00,Preventive,Completed
MNT-01033,MAC-25,2015-04-04 06:00:00,Preventive,Completed
MNT-01034,MAC-25,2015-04-19 06:00:00,Preventive,Completed
MNT-01035,MAC-25,2015-05-04 06:00:00,Preventive,Completed
MNT-01036,MAC-25,2015-05-04 06:00:00,Corrective,Completed
MNT-01037,MAC-25,2015-05-19 06:00:00,Preventive,Completed
MNT-01038,MAC-25,2015-06-03 06:00:00,Preventive,Completed
MNT-01039,MAC-25,2015-06-03 06:00:00,Preventive,Completed
MNT-01040,MAC-25,2015-06-03 06:00:00,Corrective,Completed
MNT-01041,MAC-25,2015-06-03 06:00:00,Corrective,Completed
MNT-01042,MAC-25,2015-06-18 06:00:00,Preventive,Completed
MNT-01043,MAC-25,2015-07-18 06:00:00,Preventive,Completed
MNT-01044,MAC-25,2015-08-02 06:00:00,Preventive,Completed
MNT-01045,MAC-25,2015-08-17 06:00:00,Preventive,Completed
MNT-01046,MAC-25,2015-08-17 06:00:00,Preventive,Completed
MNT-01047,MAC-25,2015-08-17 06:00:00,Corrective,Completed
MNT-01048,MAC-25,2015-08-17 06:00:00,Corrective,Completed
MNT-01049,MAC-25,2015-09-01 06:00:00,Preventive,Completed
MNT-01050,MAC-25,2015-09-16 06:00:00,Preventive,Completed
MNT-01051,MAC-25,2015-09-16 06:00:00,Preventive,Completed
MNT-01052,MAC-25,2015-10-01 06:00:00,Preventive,Completed
MNT-01053,MAC-25,2015-10-31 06:00:00,Preventive,Completed
MNT-01054,MAC-25,2015-10-31 06:00:00,Preventive,Completed
MNT-01055,MAC-25,2015-10-31 06:00:00,Corrective,Completed
MNT-01056,MAC-25,2015-11-30 06:00:00,Preventive,Completed
MNT-01057,MAC-25,2015-11-30 06:00:00,Corrective,Completed
MNT-01058,MAC-25,2015-12-30 06:00:00,Preventive,Completed
MNT-01059,MAC-25,2015-12-30 06:00:00,Preventive,Completed
MNT-01060,MAC-26,2014-06-01 06:00:00,Preventive,Completed
MNT-01061,MAC-26,2014-06-16 06:00:00,Preventive,Completed
MNT-01062,MAC-26,2014-10-14 06:00:00,Preventive,Completed
MNT-01063,MAC-26,2014-11-28 06:00:00,Preventive,Completed
MNT-01064,MAC-26,2015-01-21 06:00:00,Preventive,Completed
MNT-01065,MAC-26,2015-02-05 06:00:00,Preventive,Completed
MNT-01066,MAC-26,2015-03-07 06:00:00,Preventive,Completed
MNT-01067,MAC-26,2015-03-22 06:00:00,Preventive,Completed
MNT-01068,MAC-26,2015-04-06 06:00:00,Preventive,Completed
MNT-01069,MAC-26,2015-04-06 06:00:00,Corrective,Completed
MNT-01070,MAC-26,2015-05-06 06:00:00,Preventive,Completed
MNT-01071,MAC-26,2015-05-06 06:00:00,Preventive,Completed
MNT-01072,MAC-26,2015-05-21 06:00:00,Preventive,Completed
MNT-01073,MAC-26,2015-06-05 06:00:00,Preventive,Completed
MNT-01074,MAC-26,2015-06-05 06:00:00,Preventive,Completed
MNT-01075,MAC-26,2015-06-20 06:00:00,Preventive,Completed
MNT-01076,MAC-26,2015-06-20 06:00:00,Preventive,Completed
MNT-01077,MAC-26,2015-07-05 06:00:00,Preventive,Completed
MNT-01078,MAC-26,2015-07-05 06:00:00,Preventive,Completed
MNT-01079,MAC-26,2015-07-20 06:00:00,Preventive,Completed
MNT-01080,MAC-26,2015-08-04 06:00:00,Preventive,Completed
MNT-01081,MAC-26,2015-08-19 06:00:00,Preventive,Completed
MNT-01082,MAC-26,2015-08-19 06:00:00,Preventive,Completed
MNT-01083,MAC-26,2015-08-19 06:00:00,Corrective,Completed
MNT-01084,MAC-26,2015-09-03 06:00:00,Preventive,Completed
MNT-01085,MAC-26,2015-09-03 06:00:00,Corrective,Completed
MNT-01086,MAC-26,2015-09-18 06:00:00,Preventive,Completed
MNT-01087,MAC-26,2015-10-03 06:00:00,Preventive,Completed
MNT-01088,MAC-26,2015-10-18 06:00:00,Preventive,Completed
MNT-01089,MAC-26,2015-10-18 06:00:00,Preventive,Completed
MNT-01090,MAC-26,2015-10-18 06:00:00,Corrective,Completed
MNT-01091,MAC-26,2015-11-02 06:00:00,Preventive,Completed
MNT-01092,MAC-26,2015-11-02 06:00:00,Preventive,Completed
MNT-01093,MAC-26,2015-11-02 06:00:00,Corrective,Completed
MNT-01094,MAC-26,2015-11-17 06:00:00,Preventive,Completed
MNT-01095,MAC-26,2015-11-17 06:00:00,Preventive,Completed
MNT-01096,MAC-26,2015-11-17 06:00:00,Corrective,Completed
MNT-01097,MAC-26,2015-12-02 06:00:00,Preventive,Completed
MNT-01098,MAC-26,2015-12-17 06:00:00,Preventive,Completed
MNT-01099,MAC-26,2016-01-01 06:00:00,Preventive,Completed
MNT-01100,MAC-27,2014-08-15 06:00:00,Preventive,Completed
MNT-01101,MAC-27,2014-09-29 06:00:00,Preventive,Completed
MNT-01102,MAC-27,2014-10-29 06:00:00,Preventive,Completed
MNT-01103,MAC-27,2014-12-13 06:00:00,Preventive,Completed
MNT-01104,MAC-27,2015-01-10 06:00:00,Preventive,Completed
MNT-01105,MAC-27,2015-01-10 06:00:00,Preventive,Completed
MNT-01106,MAC-27,2015-01-10 06:00:00,Corrective,Completed
MNT-01107,MAC-27,2015-01-25 06:00:00,Preventive,Completed
MNT-01108,MAC-27,2015-01-25 06:00:00,Preventive,Completed
MNT-01109,MAC-27,2015-01-25 06:00:00,Corrective,Completed
MNT-01110,MAC-27,2015-02-09 06:00:00,Preventive,Completed
MNT-01111,MAC-27,2015-02-24 06:00:00,Preventive,Completed
MNT-01112,MAC-27,2015-02-24 06:00:00,Preventive,Completed
MNT-01113,MAC-27,2015-02-24 06:00:00,Corrective,Completed
MNT-01114,MAC-27,2015-03-11 06:00:00,Preventive,Completed
MNT-01115,MAC-27,2015-03-26 06:00:00,Preventive,Completed
MNT-01116,MAC-27,2015-04-25 06:00:00,Preventive,Completed
MNT-01117,MAC-27,2015-04-25 06:00:00,Preventive,Completed
MNT-01118,MAC-27,2015-05-10 06:00:00,Preventive,Completed
MNT-01119,MAC-27,2015-05-25 06:00:00,Preventive,Completed
MNT-01120,MAC-27,2015-06-09 06:00:00,Preventive,Completed
MNT-01121,MAC-27,2015-06-09 06:00:00,Preventive,Completed
MNT-01122,MAC-27,2015-06-24 06:00:00,Preventive,Completed
MNT-01123,MAC-27,2015-06-24 06:00:00,Preventive,Completed
MNT-01124,MAC-27,2015-07-09 06:00:00,Preventive,Completed
MNT-01125,MAC-27,2015-07-09 06:00:00,Preventive,Completed
MNT-01126,MAC-27,2015-08-08 06:00:00,Preventive,Completed
MNT-01127,MAC-27,2015-08-08 06:00:00,Preventive,Completed
MNT-01128,MAC-27,2015-08-23 06:00:00,Preventive,Completed
MNT-01129,MAC-27,2015-09-07 06:00:00,Preventive,Completed
MNT-01130,MAC-27,2015-09-22 06:00:00,Preventive,Completed
MNT-01131,MAC-27,2015-09-22 06:00:00,Preventive,Completed
MNT-01132,MAC-27,2015-10-07 06:00:00,Preventive,Completed
MNT-01133,MAC-27,2015-10-22 06:00:00,Preventive,Completed
MNT-01134,MAC-27,2015-10-22 06:00:00,Preventive,Completed
MNT-01135,MAC-27,2015-11-06 06:00:00,Preventive,Completed
MNT-01136,MAC-27,2015-11-06 06:00:00,Preventive,Completed
MNT-01137,MAC-27,2015-11-21 06:00:00,Preventive,Completed
MNT-01138,MAC-27,2015-12-06 06:00:00,Preventive,Completed
MNT-01139,MAC-27,2015-12-06 06:00:00,Preventive,Completed
MNT-01140,MAC-27,2015-12-21 06:00:00,Preventive,Completed
MNT-01141,MAC-28,2014-06-16 06:00:00,Preventive,Completed
MNT-01142,MAC-28,2014-07-01 06:00:00,Preventive,Completed
MNT-01143,MAC-28,2014-09-14 06:00:00,Preventive,Completed
MNT-01144,MAC-28,2014-09-29 06:00:00,Preventive,Completed
MNT-01145,MAC-28,2015-01-31 06:00:00,Preventive,Completed
MNT-01146,MAC-28,2015-02-15 06:00:00,Preventive,Completed
MNT-01147,MAC-28,2015-03-02 06:00:00,Preventive,Completed
MNT-01148,MAC-28,2015-03-17 06:00:00,Preventive,Completed
MNT-01149,MAC-28,2015-03-17 06:00:00,Corrective,Completed
MNT-01150,MAC-28,2015-04-01 06:00:00,Preventive,Completed
MNT-01151,MAC-28,2015-04-16 06:00:00,Preventive,Completed
MNT-01152,MAC-28,2015-05-01 06:00:00,Preventive,Completed
MNT-01153,MAC-28,2015-05-01 06:00:00,Corrective,Completed
MNT-01154,MAC-28,2015-05-16 06:00:00,Preventive,Completed
MNT-01155,MAC-28,2015-05-16 06:00:00,Preventive,Completed
MNT-01156,MAC-28,2015-05-31 06:00:00,Preventive,Completed
MNT-01157,MAC-28,2015-05-31 06:00:00,Preventive,Completed
MNT-01158,MAC-28,2015-06-15 06:00:00,Preventive,Completed
MNT-01159,MAC-28,2015-06-15 06:00:00,Preventive,Completed
MNT-01160,MAC-28,2015-06-15 06:00:00,Corrective,Completed
MNT-01161,MAC-28,2015-06-30 06:00:00,Preventive,Completed
MNT-01162,MAC-28,2015-07-15 06:00:00,Preventive,Completed
MNT-01163,MAC-28,2015-07-30 06:00:00,Preventive,Completed
MNT-01164,MAC-28,2015-08-14 06:00:00,Preventive,Completed
MNT-01165,MAC-28,2015-08-14 06:00:00,Preventive,Completed
MNT-01166,MAC-28,2015-08-14 06:00:00,Corrective,Completed
MNT-01167,MAC-28,2015-09-13 06:00:00,Preventive,Completed
MNT-01168,MAC-28,2015-09-28 06:00:00,Preventive,Completed
MNT-01169,MAC-28,2015-10-13 06:00:00,Preventive,Completed
MNT-01170,MAC-28,2015-10-28 06:00:00,Preventive,Completed
MNT-01171,MAC-28,2015-11-27 06:00:00,Preventive,Completed
MNT-01172,MAC-28,2015-11-27 06:00:00,Preventive,Completed
MNT-01173,MAC-28,2015-12-12 06:00:00,Preventive,Completed
MNT-01174,MAC-28,2015-12-27 06:00:00,Preventive,Completed
MNT-01175,MAC-28,2015-12-27 06:00:00,Preventive,Completed
MNT-01176,MAC-28,2015-12-27 06:00:00,Corrective,Completed
MNT-01177,MAC-29,2014-07-16 06:00:00,Preventive,Completed
MNT-01178,MAC-29,2014-08-15 06:00:00,Preventive,Completed
MNT-01179,MAC-29,2014-10-29 06:00:00,Preventive,Completed
MNT-01180,MAC-29,2014-12-28 06:00:00,Preventive,Completed
MNT-01181,MAC-29,2015-01-02 06:00:00,Preventive,Completed
MNT-01182,MAC-29,2015-01-17 06:00:00,Preventive,Completed
MNT-01183,MAC-29,2015-02-01 06:00:00,Preventive,Completed
MNT-01184,MAC-29,2015-02-16 06:00:00,Preventive,Completed
MNT-01185,MAC-29,2015-03-03 06:00:00,Preventive,Completed
MNT-01186,MAC-29,2015-03-03 06:00:00,Preventive,Completed
MNT-01187,MAC-29,2015-03-03 06:00:00,Corrective,Completed
MNT-01188,MAC-29,2015-03-18 06:00:00,Preventive,Completed
MNT-01189,MAC-29,2015-04-02 06:00:00,Preventive,Completed
MNT-01190,MAC-29,2015-04-17 06:00:00,Preventive,Completed
MNT-01191,MAC-29,2015-05-02 06:00:00,Preventive,Completed
MNT-01192,MAC-29,2015-06-01 06:00:00,Preventive,Completed
MNT-01193,MAC-29,2015-06-01 06:00:00,Preventive,Completed
MNT-01194,MAC-29,2015-06-16 06:00:00,Preventive,Completed
MNT-01195,MAC-29,2015-07-01 06:00:00,Preventive,Completed
MNT-01196,MAC-29,2015-07-16 06:00:00,Preventive,Completed
MNT-01197,MAC-29,2015-07-16 06:00:00,Preventive,Completed
MNT-01198,MAC-29,2015-07-31 06:00:00,Preventive,Completed
MNT-01199,MAC-29,2015-07-31 06:00:00,Preventive,Completed
MNT-01200,MAC-29,2015-08-15 06:00:00,Preventive,Completed
MNT-01201,MAC-29,2015-08-30 06:00:00,Preventive,Completed
MNT-01202,MAC-29,2015-09-29 06:00:00,Preventive,Completed
MNT-01203,MAC-29,2015-10-14 06:00:00,Preventive,Completed
MNT-01204,MAC-29,2015-10-14 06:00:00,Preventive,Completed
MNT-01205,MAC-29,2015-10-29 06:00:00,Preventive,Completed
MNT-01206,MAC-29,2015-11-13 06:00:00,Preventive,Completed
MNT-01207,MAC-29,2015-11-28 06:00:00,Preventive,Completed
MNT-01208,MAC-29,2015-11-28 06:00:00,Preventive,Completed
MNT-01209,MAC-29,2015-11-28 06:00:00,Corrective,Completed
MNT-01210,MAC-29,2015-12-13 06:00:00,Preventive,Completed
MNT-01211,MAC-29,2015-12-13 06:00:00,Preventive,Completed
MNT-01212,MAC-29,2015-12-28 06:00:00,Preventive,Completed
MNT-01213,MAC-30,2014-07-01 06:00:00,Preventive,Completed
MNT-01214,MAC-30,2014-07-01 06:00:00,Preventive,Completed
MNT-01215,MAC-30,2014-07-31 06:00:00,Preventive,Completed
MNT-01216,MAC-30,2014-11-28 06:00:00,Preventive,Completed
MNT-01217,MAC-30,2015-01-09 06:00:00,Preventive,Completed
MNT-01218,MAC-30,2015-01-09 06:00:00,Corrective,Completed
MNT-01219,MAC-30,2015-01-24 06:00:00,Preventive,Completed
MNT-01220,MAC-30,2015-02-08 06:00:00,Preventive,Completed
MNT-01221,MAC-30,2015-02-08 06:00:00,Preventive,Completed
MNT-01222,MAC-30,2015-02-23 06:00:00,Preventive,Completed
MNT-01223,MAC-30,2015-03-10 06:00:00,Preventive,Completed
MNT-01224,MAC-30,2015-03-25 06:00:00,Preventive,Completed
MNT-01225,MAC-30,2015-03-25 06:00:00,Corrective,Completed
MNT-01226,MAC-30,2015-04-09 06:00:00,Preventive,Completed
MNT-01227,MAC-30,2015-04-09 06:00:00,Preventive,Completed
MNT-01228,MAC-30,2015-04-24 06:00:00,Preventive,Completed
MNT-01229,MAC-30,2015-05-09 06:00:00,Preventive,Completed
MNT-01230,MAC-30,2015-05-24 06:00:00,Preventive,Completed
MNT-01231,MAC-30,2015-05-24 06:00:00,Preventive,Completed
MNT-01232,MAC-30,2015-06-08 06:00:00,Preventive,Completed
MNT-01233,MAC-30,2015-06-08 06:00:00,Preventive,Completed
MNT-01234,MAC-30,2015-06-23 06:00:00,Preventive,Completed
MNT-01235,MAC-30,2015-06-23 06:00:00,Preventive,Completed
MNT-01236,MAC-30,2015-07-08 06:00:00,Preventive,Completed
MNT-01237,MAC-30,2015-08-07 06:00:00,Preventive,Completed
MNT-01238,MAC-30,2015-08-07 06:00:00,Preventive,Completed
MNT-01239,MAC-30,2015-08-07 06:00:00,Corrective,Completed
MNT-01240,MAC-30,2015-08-07 06:00:00,Corrective,Completed
MNT-01241,MAC-30,2015-08-22 06:00:00,Preventive,Completed
MNT-01242,MAC-30,2015-09-06 06:00:00,Preventive,Completed
MNT-01243,MAC-30,2015-09-06 06:00:00,Preventive,Completed
MNT-01244,MAC-30,2015-09-21 06:00:00,Preventive,Completed
MNT-01245,MAC-30,2015-10-06 06:00:00,Preventive,Completed
MNT-01246,MAC-30,2015-10-06 06:00:00,Preventive,Completed
MNT-01247,MAC-30,2015-10-21 06:00:00,Preventive,Completed
MNT-01248,MAC-30,2015-11-05 06:00:00,Preventive,Completed
MNT-01249,MAC-30,2015-11-20 06:00:00,Preventive,Completed
MNT-01250,MAC-30,2015-12-05 06:00:00,Preventive,Completed
MNT-01251,MAC-30,2015-12-05 06:00:00,Preventive,Completed
MNT-01252,MAC-30,2015-12-05 06:00:00,Corrective,Completed
MNT-01253,MAC-30,2015-12-20 06:00:00,Preventive,Completed
MNT-01254,MAC-30,2015-12-20 06:00:00,Preventive,Completed
MNT-01255,MAC-31,2014-07-16 06:00:00,Preventive,Completed
MNT-01256,MAC-31,2014-08-15 06:00:00,Preventive,Completed
MNT-01257,MAC-31,2014-08-15 06:00:00,Preventive,Completed
MNT-01258,MAC-31,2014-09-29 06:00:00,Preventive,Completed
MNT-01259,MAC-31,2015-01-22 06:00:00,Preventive,Completed
MNT-01260,MAC-31,2015-02-06 06:00:00,Preventive,Completed
MNT-01261,MAC-31,2015-02-21 06:00:00,Preventive,Completed
MNT-01262,MAC-31,2015-03-08 06:00:00,Preventive,Completed
MNT-01263,MAC-31,2015-03-23 06:00:00,Preventive,Completed
MNT-01264,MAC-31,2015-03-23 06:00:00,Corrective,Completed
MNT-01265,MAC-31,2015-04-07 06:00:00,Preventive,Completed
MNT-01266,MAC-31,2015-04-07 06:00:00,Preventive,Completed
MNT-01267,MAC-31,2015-04-22 06:00:00,Preventive,Completed
MNT-01268,MAC-31,2015-05-07 06:00:00,Preventive,Completed
MNT-01269,MAC-31,2015-05-22 06:00:00,Preventive,Completed
MNT-01270,MAC-31,2015-05-22 06:00:00,Preventive,Completed
MNT-01271,MAC-31,2015-05-22 06:00:00,Corrective,Completed
MNT-01272,MAC-31,2015-06-06 06:00:00,Preventive,Completed
MNT-01273,MAC-31,2015-06-21 06:00:00,Preventive,Completed
MNT-01274,MAC-31,2015-06-21 06:00:00,Preventive,Completed
MNT-01275,MAC-31,2015-07-06 06:00:00,Preventive,Completed
MNT-01276,MAC-31,2015-07-06 06:00:00,Preventive,Completed
MNT-01277,MAC-31,2015-07-06 06:00:00,Corrective,Completed
MNT-01278,MAC-31,2015-07-21 06:00:00,Preventive,Completed
MNT-01279,MAC-31,2015-08-05 06:00:00,Preventive,Completed
MNT-01280,MAC-31,2015-08-20 06:00:00,Preventive,Completed
MNT-01281,MAC-31,2015-08-20 06:00:00,Preventive,Completed
MNT-01282,MAC-31,2015-09-04 06:00:00,Preventive,Completed
MNT-01283,MAC-31,2015-09-04 06:00:00,Corrective,Completed
MNT-01284,MAC-31,2015-09-19 06:00:00,Preventive,Completed
MNT-01285,MAC-31,2015-10-19 06:00:00,Preventive,Completed
MNT-01286,MAC-31,2015-10-19 06:00:00,Corrective,Completed
MNT-01287,MAC-31,2015-11-03 06:00:00,Preventive,Completed
MNT-01288,MAC-31,2015-11-03 06:00:00,Preventive,Completed
MNT-01289,MAC-31,2015-11-18 06:00:00,Preventive,Completed
MNT-01290,MAC-31,2015-11-18 06:00:00,Preventive,Completed
MNT-01291,MAC-31,2015-11-18 06:00:00,Corrective,Completed
MNT-01292,MAC-31,2015-11-18 06:00:00,Corrective,Completed
MNT-01293,MAC-31,2015-12-18 06:00:00,Preventive,Completed
MNT-01294,MAC-32,2014-07-31 06:00:00,Preventive,Completed
MNT-01295,MAC-32,2014-09-14 06:00:00,Preventive,Completed
MNT-01296,MAC-32,2014-10-14 06:00:00,Preventive,Completed
MNT-01297,MAC-32,2014-12-13 06:00:00,Preventive,Completed
MNT-01298,MAC-32,2015-01-10 06:00:00,Preventive,Completed
MNT-01299,MAC-32,2015-01-10 06:00:00,Corrective,Completed
MNT-01300,MAC-32,2015-01-25 06:00:00,Preventive,Completed
MNT-01301,MAC-32,2015-02-09 06:00:00,Preventive,Completed
MNT-01302,MAC-32,2015-02-09 06:00:00,Corrective,Completed
MNT-01303,MAC-32,2015-02-24 06:00:00,Preventive,Completed
MNT-01304,MAC-32,2015-02-24 06:00:00,Preventive,Completed
MNT-01305,MAC-32,2015-03-11 06:00:00,Preventive,Completed
MNT-01306,MAC-32,2015-03-11 06:00:00,Preventive,Completed
MNT-01307,MAC-32,2015-03-11 06:00:00,Corrective,Completed
MNT-01308,MAC-32,2015-04-10 06:00:00,Preventive,Completed
MNT-01309,MAC-32,2015-04-10 06:00:00,Preventive,Completed
MNT-01310,MAC-32,2015-04-10 06:00:00,Corrective,Completed
MNT-01311,MAC-32,2015-04-25 06:00:00,Preventive,Completed
MNT-01312,MAC-32,2015-05-10 06:00:00,Preventive,Completed
MNT-01313,MAC-32,2015-05-10 06:00:00,Corrective,Completed
MNT-01314,MAC-32,2015-05-25 06:00:00,Preventive,Completed
MNT-01315,MAC-32,2015-06-09 06:00:00,Preventive,Completed
MNT-01316,MAC-32,2015-06-24 06:00:00,Preventive,Completed
MNT-01317,MAC-32,2015-06-24 06:00:00,Preventive,Completed
MNT-01318,MAC-32,2015-06-24 06:00:00,Corrective,Completed
MNT-01319,MAC-32,2015-06-24 06:00:00,Corrective,Completed
MNT-01320,MAC-32,2015-07-09 06:00:00,Preventive,Completed
MNT-01321,MAC-32,2015-07-09 06:00:00,Preventive,Completed
MNT-01322,MAC-32,2015-07-24 06:00:00,Preventive,Completed
MNT-01323,MAC-32,2015-08-08 06:00:00,Preventive,Completed
MNT-01324,MAC-32,2015-08-08 06:00:00,Corrective,Completed
MNT-01325,MAC-32,2015-08-23 06:00:00,Preventive,Completed
MNT-01326,MAC-32,2015-09-07 06:00:00,Preventive,Completed
MNT-01327,MAC-32,2015-09-07 06:00:00,Preventive,Completed
MNT-01328,MAC-32,2015-09-22 06:00:00,Preventive,Completed
MNT-01329,MAC-32,2015-09-22 06:00:00,Preventive,Completed
MNT-01330,MAC-32,2015-09-22 06:00:00,Corrective,Completed
MNT-01331,MAC-32,2015-10-07 06:00:00,Preventive,Completed
MNT-01332,MAC-32,2015-11-06 06:00:00,Preventive,Completed
MNT-01333,MAC-32,2015-11-06 06:00:00,Corrective,Completed
MNT-01334,MAC-32,2015-11-21 06:00:00,Preventive,Completed
MNT-01335,MAC-32,2015-12-06 06:00:00,Preventive,Completed
MNT-01336,MAC-32,2015-12-21 06:00:00,Preventive,Completed
MNT-01337,MAC-32,2015-12-21 06:00:00,Preventive,Completed
MNT-01338,MAC-33,2014-08-30 06:00:00,Preventive,Completed
MNT-01339,MAC-33,2014-09-14 06:00:00,Preventive,Completed
MNT-01340,MAC-33,2014-10-14 06:00:00,Preventive,Completed
MNT-01341,MAC-33,2014-11-28 06:00:00,Preventive,Completed
MNT-01342,MAC-33,2015-01-31 06:00:00,Preventive,Completed
MNT-01343,MAC-33,2015-01-31 06:00:00,Preventive,Completed
MNT-01344,MAC-33,2015-01-31 06:00:00,Corrective,Completed
MNT-01345,MAC-33,2015-01-31 06:00:00,Corrective,Completed
MNT-01346,MAC-33,2015-02-15 06:00:00,Preventive,Completed
MNT-01347,MAC-33,2015-02-15 06:00:00,Preventive,Completed
MNT-01348,MAC-33,2015-03-02 06:00:00,Preventive,Completed
MNT-01349,MAC-33,2015-03-17 06:00:00,Preventive,Completed
MNT-01350,MAC-33,2015-04-01 06:00:00,Preventive,Completed
MNT-01351,MAC-33,2015-04-01 06:00:00,Preventive,Completed
MNT-01352,MAC-33,2015-04-01 06:00:00,Corrective,Completed
MNT-01353,MAC-33,2015-04-16 06:00:00,Preventive,Completed
MNT-01354,MAC-33,2015-05-01 06:00:00,Preventive,Completed
MNT-01355,MAC-33,2015-05-01 06:00:00,Corrective,Completed
MNT-01356,MAC-33,2015-05-31 06:00:00,Preventive,Completed
MNT-01357,MAC-33,2015-05-31 06:00:00,Corrective,Completed
MNT-01358,MAC-33,2015-06-15 06:00:00,Preventive,Completed
MNT-01359,MAC-33,2015-06-15 06:00:00,Corrective,Completed
MNT-01360,MAC-33,2015-07-15 06:00:00,Preventive,Completed
MNT-01361,MAC-33,2015-07-15 06:00:00,Preventive,Completed
MNT-01362,MAC-33,2015-07-30 06:00:00,Preventive,Completed
MNT-01363,MAC-33,2015-08-29 06:00:00,Preventive,Completed
MNT-01364,MAC-33,2015-08-29 06:00:00,Preventive,Completed
MNT-01365,MAC-33,2015-08-29 06:00:00,Corrective,Completed
MNT-01366,MAC-33,2015-09-13 06:00:00,Preventive,Completed
MNT-01367,MAC-33,2015-09-28 06:00:00,Preventive,Completed
MNT-01368,MAC-33,2015-09-28 06:00:00,Corrective,Completed
MNT-01369,MAC-33,2015-10-13 06:00:00,Preventive,Completed
MNT-01370,MAC-33,2015-11-12 06:00:00,Preventive,Completed
MNT-01371,MAC-33,2015-11-12 06:00:00,Preventive,Completed
MNT-01372,MAC-33,2015-11-27 06:00:00,Preventive,Completed
MNT-01373,MAC-33,2015-11-27 06:00:00,Preventive,Completed
MNT-01374,MAC-33,2015-11-27 06:00:00,Corrective,Completed
MNT-01375,MAC-33,2015-12-12 06:00:00,Preventive,Completed
MNT-01376,MAC-33,2015-12-12 06:00:00,Preventive,Completed
MNT-01377,MAC-33,2015-12-27 06:00:00,Preventive,Completed
MNT-01378,MAC-34,2014-06-16 06:00:00,Preventive,Completed
MNT-01379,MAC-34,2014-07-31 06:00:00,Preventive,Completed
MNT-01380,MAC-34,2014-09-14 06:00:00,Preventive,Completed
MNT-01381,MAC-34,2014-09-29 06:00:00,Preventive,Completed
MNT-01382,MAC-34,2015-01-01 06:00:00,Preventive,Completed
MNT-01383,MAC-34,2015-01-01 06:00:00,Preventive,Completed
MNT-01384,MAC-34,2015-01-31 06:00:00,Preventive,Completed
MNT-01385,MAC-34,2015-02-15 06:00:00,Preventive,Completed
MNT-01386,MAC-34,2015-03-02 06:00:00,Preventive,Completed
MNT-01387,MAC-34,2015-03-17 06:00:00,Preventive,Completed
MNT-01388,MAC-34,2015-04-01 06:00:00,Preventive,Completed
MNT-01389,MAC-34,2015-04-16 06:00:00,Preventive,Completed
MNT-01390,MAC-34,2015-04-16 06:00:00,Corrective,Completed
MNT-01391,MAC-34,2015-05-01 06:00:00,Preventive,Completed
MNT-01392,MAC-34,2015-05-16 06:00:00,Preventive,Completed
MNT-01393,MAC-34,2015-05-16 06:00:00,Preventive,Completed
MNT-01394,MAC-34,2015-05-31 06:00:00,Preventive,Completed
MNT-01395,MAC-34,2015-05-31 06:00:00,Preventive,Completed
MNT-01396,MAC-34,2015-06-15 06:00:00,Preventive,Completed
MNT-01397,MAC-34,2015-07-30 06:00:00,Preventive,Completed
MNT-01398,MAC-34,2015-07-30 06:00:00,Preventive,Completed
MNT-01399,MAC-34,2015-08-14 06:00:00,Preventive,Completed
MNT-01400,MAC-34,2015-08-14 06:00:00,Preventive,Completed
MNT-01401,MAC-34,2015-08-29 06:00:00,Preventive,Completed
MNT-01402,MAC-34,2015-08-29 06:00:00,Preventive,Completed
MNT-01403,MAC-34,2015-09-13 06:00:00,Preventive,Completed
MNT-01404,MAC-34,2015-09-28 06:00:00,Preventive,Completed
MNT-01405,MAC-34,2015-10-28 06:00:00,Preventive,Completed
MNT-01406,MAC-34,2015-10-28 06:00:00,Corrective,Completed
MNT-01407,MAC-34,2015-11-12 06:00:00,Preventive,Completed
MNT-01408,MAC-34,2015-11-12 06:00:00,Preventive,Completed
MNT-01409,MAC-34,2015-11-12 06:00:00,Corrective,Completed
MNT-01410,MAC-34,2015-11-27 06:00:00,Preventive,Completed
MNT-01411,MAC-34,2015-12-12 06:00:00,Preventive,Completed
MNT-01412,MAC-34,2015-12-27 06:00:00,Preventive,Completed
MNT-01413,MAC-35,2014-06-16 06:00:00,Preventive,Completed
